domain,category,credibility_score,sources,iffy_factual,iffy_bias,iffy_score,tranco_rank,domain_age_years,domain_registered,factcheck_claims,safe_browsing_flagged,score_cat,score_iffy,score_tranco,score_age,score_factcheck,score_safebrowsing
floricuanews.com,unreliable,0.105,1,M,FN,0.2,,2.3,2023-11-21T21:12:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
floridacapitalstar.com,unreliable,0.105,1,M,FN,0.2,,4.9,2021-03-25T18:29:51Z,,,0.1,0.2,0.1,0.1,0.1,0.1
floridaparishnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
floridasunpost.com,fake,0.045,1,,,,,9.4,2016-09-29T20:11:53Z,,,0.05,0.05,0.05,0.05,0.05,0.05
fmobserver.com,satire,0.27,1,,,,,14.0,2012-02-22T22:05:35Z,,,0.3,0.3,0.3,0.3,0.3,0.3
focusonthefamily.com,unreliable,0.095,1,L,FN,0.1,27742,26.9,1999-04-16T04:00:00Z,,,0.1,0.1,0.2,0.1,0.1,0.1
fognews.ru,satire,0.27,1,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3
food.news,unreliable,0.075,1,VL,CP,0.0,,8.4,2017-10-24T18:34:31.44Z,,,0.1,0.0,0.1,0.1,0.1,0.1
foodbabe.com,unreliable,0.188,2,M,CP,0.2,233271,18.9,2007-04-14T19:22:26Z,,,0.2,0.2,0.35,0.2,0.2,0.2
foodmatters.com,unreliable,0.118,1,M,CP,0.2,191294,24.8,2001-05-06T10:31:09Z,,,0.1,0.2,0.35,0.1,0.1,0.1
foothillsreview.com,unreliable,0.135,1,H,FN,0.4,,6.7,2019-06-30T20:46:17Z,,,0.1,0.4,0.1,0.1,0.1,0.1
foreignpolicyi.org,unreliable,0.118,1,M,FN,0.2,564265,17.0,2009-02-23T16:44:41.674Z,,,0.1,0.2,0.35,0.1,0.1,0.1
foreignpolicyjournal.com,mixed,0.188,1,,,,227710,17.4,2008-09-20T22:46:38Z,,,0.2,0.2,0.35,0.2,0.2,0.2
foreverconscious.com,unreliable,0.103,1,L,CP,0.1,480612,12.4,2013-09-25T20:24:05Z,,,0.1,0.1,0.35,0.1,0.1,0.1
fortherightnews.com,unreliable,0.09,1,L,FN,0.1,,8.2,2017-12-13T17:52:31Z,,,0.1,0.1,0.1,0.1,0.1,0.1
fortsmithtimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:31Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fourwinds10.net,conspiracy,0.095,1,,,,,0.2,2025-12-31T19:03:13Z,,,0.1,0.1,0.1,0.2,0.1,0.1
foxnews.com,unreliable,0.105,1,M,FN,0.2,469,30.7,1995-06-21T04:00:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fprnradio.com,conspiracy,0.09,1,,,,,13.0,2013-02-22T19:20:08Z,,,0.1,0.1,0.1,0.1,0.1,0.1
fr.sputniknews.com,unreliable,0.075,1,VL,FN,0.0,,14.4,2011-10-24T00:15:14Z,,,0.1,0.0,0.1,0.1,0.1,0.1
fr24news.com,unreliable,0.118,1,M,FN,0.2,519154,6.3,2019-11-16T11:22:55Z,,,0.1,0.2,0.35,0.1,0.1,0.1
frankspeech.com,unreliable,0.088,1,VL,FN,0.0,278927,5.0,2021-03-12T18:37:48Z,,,0.1,0.0,0.35,0.1,0.1,0.1
frc.org,unreliable,0.095,1,L,FN,0.1,83231,31.0,1995-03-08T05:00:00.174Z,,,0.1,0.1,0.2,0.1,0.1,0.1
freakoutnation.com,mixed,0.18,1,,,,,16.2,2009-12-18T00:37:33Z,,,0.2,0.2,0.2,0.2,0.2,0.2
free-speechfront.info,unreliable,0.095,1,L,FN,0.1,,0.4,2025-10-07T15:15:59.063Z,,,0.1,0.1,0.1,0.2,0.1,0.1
freebeacon.com,mixed,0.278,1,,,,25309,18.5,2007-08-26T23:02:10Z,1,,0.2,0.2,0.2,0.2,0.85,0.2
freedom.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:01.017Z,,,0.1,0.0,0.1,0.1,0.1,0.1
freedomadvocates.org,unreliable,0.09,1,L,CP,0.1,,19.4,2006-10-03T21:56:16.097Z,,,0.1,0.1,0.1,0.1,0.1,0.1
freedomainradio.com,unreliable,0.09,1,L,CP,0.1,,20.0,2006-02-16T19:26:48Z,,,0.1,0.1,0.1,0.1,0.1,0.1
freedomdaily.com,fake,0.053,2,L,FN,0.1,,13.0,2013-02-13T19:31:33Z,0,,0.05,0.1,0.05,0.05,0.05,0.05
freedomfirstnetwork.com,unreliable,0.09,1,L,FN,0.1,,5.8,2020-04-27T17:16:47Z,,,0.1,0.1,0.1,0.1,0.1,0.1
freedomforceinternational.com,conspiracy,0.09,1,,,,,22.9,2003-03-23T06:31:37Z,,,0.1,0.1,0.1,0.1,0.1,0.1
freedomnewsreport.com,unreliable,0.105,1,M,FN,0.2,,8.2,2017-12-13T17:52:30Z,,,0.1,0.2,0.1,0.1,0.1,0.1
freedomoutpost.com,conspiracy,0.103,1,,,,423624,17.5,2008-08-29T18:15:15Z,,,0.1,0.1,0.35,0.1,0.1,0.1
freedomproject.com,unreliable,0.203,1,L,FN,0.1,,23.4,2002-10-17T19:58:18Z,1,,0.1,0.1,0.1,0.1,0.85,0.1
freedomsphoenix.com,mixed,0.188,1,,,,163010,20.7,2005-06-20T21:33:01Z,,,0.2,0.2,0.35,0.2,0.2,0.2
freedomworks.org,mixed,0.188,1,,,,262378,25.0,2001-02-22T17:35:59.686Z,,,0.2,0.2,0.35,0.2,0.2,0.2
freedomworldnews.com,mixed,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
freepatriot.org,satire,0.27,1,,,,,4.9,2021-04-25T14:30:49.336Z,,,0.3,0.3,0.3,0.3,0.3,0.3
freetelegraph.com,unreliable,0.105,1,M,FN,0.2,,8.7,2017-07-07T15:35:39Z,,,0.1,0.2,0.1,0.1,0.1,0.1
freewestmedia.com,unreliable,0.118,1,M,FN,0.2,408219,9.9,2016-03-22T20:32:52Z,,,0.1,0.2,0.35,0.1,0.1,0.1
freewoodpost.com,satire,0.27,1,,,,,14.5,2011-09-01T00:15:11Z,0,,0.3,0.3,0.3,0.3,0.3,0.3
freeworldnews.tv,unreliable,0.075,1,VL,CP,0.0,,4.8,2021-05-19T20:27:53Z,,,0.1,0.0,0.1,0.1,0.1,0.1
freshdailyreport.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
freshoffthepress.org,unreliable,0.105,1,M,FN,0.2,,5.7,2020-06-17T16:17:49.273Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fresnoleader.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
friatider.se,unreliable,0.095,1,L,FN,0.1,69623,,,,,0.1,0.1,0.2,0.1,0.1,0.1
fridaymash.com,satire,0.27,1,,,,,5.7,2020-06-05T18:57:18Z,,,0.3,0.3,0.3,0.3,0.3,0.3
friendsofscience.org,unreliable,0.118,1,M,CP,0.2,931226,23.8,2002-05-09T22:05:10.914Z,,,0.1,0.2,0.35,0.1,0.1,0.1
fromthetrenchesworldreport.com,conspiracy,0.103,2,L,CP,0.1,426165,15.3,2010-11-07T18:03:31Z,0,,0.1,0.1,0.35,0.1,0.1,0.1
front.moveon.org,unreliable,0.105,1,M,FN,0.2,,27.5,1998-09-18T04:00:00.981Z,,,0.1,0.2,0.1,0.1,0.1,0.1
frontpagemag.com,mixed,0.165,2,L,FN,0.1,40300,27.8,1998-04-27T04:00:00Z,,,0.2,0.1,0.2,0.2,0.2,0.2
frontpagenewspaper.com,unreliable,0.118,1,M,FN,0.2,202400,12.0,2014-02-21T10:13:26Z,,,0.1,0.2,0.35,0.1,0.1,0.1
ftwaynetimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fury.news,unreliable,0.075,1,VL,FN,0.0,,10.0,2016-02-20T09:26:48.133Z,,,0.1,0.0,0.1,0.1,0.1,0.1
fusion.net,mixed,0.18,1,,,,49465,30.8,1995-05-19T04:00:00Z,,,0.2,0.2,0.2,0.2,0.2,0.2
gadsdentoday.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:41Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
gaia.com,conspiracy,0.095,2,L,CP,0.1,25146,33.7,1992-07-01T04:00:00Z,,,0.1,0.1,0.2,0.1,0.1,0.1
galacticconnection.com,unreliable,0.18,1,,,,,14.1,2012-02-08T02:20:29Z,,,0.2,0.2,0.2,0.2,0.2,0.2
galesburgreporter.com,unreliable,0.105,1,M,FN,0.2,,8.3,2017-11-28T19:23:37Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gandernewsroom.com,unreliable,0.105,1,M,FN,0.2,,6.1,2020-01-15T23:12:49Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gangstergovernment.com,conspiracy,0.095,1,,,,,0.8,2025-05-19T18:19:29Z,,,0.1,0.1,0.1,0.2,0.1,0.1
gardenstatetimes.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gastoniatimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:19Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gatesofvienna.net,unreliable,0.145,1,,,,501187,13.1,2013-01-17T03:26:45Z,,,0.15,0.15,0.35,0.15,0.15,0.15
gatestoneinstitute.org,unreliable,0.11,1,M,FN,0.2,57561,14.0,2012-03-05T15:05:23.673Z,,,0.1,0.2,0.2,0.1,0.1,0.1
gazeta.ru,unreliable,0.105,1,M,FN,0.2,5125,,,,,0.1,0.2,0.1,0.1,0.1,0.1
gbnews.com,unreliable,0.105,1,M,FN,0.2,6527,23.1,2003-01-26T00:46:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gbnews.uk,unreliable,0.118,1,M,FN,0.2,359461,6.0,2020-02-27T00:41:16Z,,,0.1,0.2,0.35,0.1,0.1,0.1
gear.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-12T22:17:47.587Z,,,0.1,0.0,0.1,0.1,0.1,0.1
gellerreport.com,unreliable,0.103,1,L,FN,0.1,247958,9.4,2016-09-20T13:49:01Z,,,0.1,0.1,0.35,0.1,0.1,0.1
gemstatewire.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gender.news,unreliable,0.075,1,VL,CP,0.0,,9.1,2017-02-01T16:45:46.893Z,,,0.1,0.0,0.1,0.1,0.1,0.1
geneseenews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:10Z,,,0.1,0.2,0.1,0.1,0.1,0.1
genzconservative.com,unreliable,0.105,1,M,FN,0.2,,7.3,2018-11-04T01:55:16Z,,,0.1,0.2,0.1,0.1,0.1,0.1
geoengineering.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:13.737Z,,,0.1,0.0,0.1,0.1,0.1,0.1
geoengineeringwatch.org,unreliable,0.173,2,L,CP,0.1,202397,16.3,2009-11-30T07:05:15.292Z,,,0.2,0.1,0.35,0.2,0.2,0.2
geopol.institute,unreliable,0.09,1,L,FN,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
geopoliticaleconomy.com,unreliable,0.118,1,M,CP,0.2,250249,11.1,2015-01-23T19:15:31Z,,,0.1,0.2,0.35,0.1,0.1,0.1
geopolitics.co,unreliable,0.118,1,M,CP,0.2,662697,,,,,0.1,0.2,0.35,0.1,0.1,0.1
geopolmonitor.com,mixed,0.18,1,,,,,5.3,2020-11-15T19:06:18Z,,,0.2,0.2,0.2,0.2,0.2,0.2
georgiamountainnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:28Z,,,0.1,0.2,0.1,0.1,0.1,0.1
georgiastarnews.com,unreliable,0.105,1,M,FN,0.2,,5.3,2020-11-11T22:30:14Z,,,0.1,0.2,0.1,0.1,0.1,0.1
getholistichealth.com,unreliable,0.09,1,L,CP,0.1,,22.8,2003-05-27T17:32:00Z,0,,0.1,0.1,0.1,0.1,0.1,0.1
gettr.com,unreliable,0.095,1,L,FN,0.1,18189,18.0,2008-03-11T23:07:33Z,,,0.1,0.1,0.2,0.1,0.1,0.1
ghost.report,unreliable,0.105,1,M,FN,0.2,,9.5,2016-08-26T14:23:18.227Z,,,0.1,0.2,0.1,0.1,0.1,0.1
girlsjustwannahaveguns.com,unreliable,0.09,1,L,FN,0.1,,16.0,2010-03-12T01:55:32Z,,,0.1,0.1,0.1,0.1,0.1,0.1
givemeliberity01.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
givesendgo.com,unreliable,0.11,1,M,FN,0.2,49425,11.9,2014-03-28T02:05:39Z,,,0.1,0.2,0.2,0.1,0.1,0.1
glaciercountrynews.com,unreliable,0.105,1,M,FN,0.2,,6.6,2019-07-09T19:43:46Z,,,0.1,0.2,0.1,0.1,0.1,0.1
glaringhypocrisy.com,unreliable,0.138,1,,,,,1.1,2025-02-04T19:15:21Z,,,0.15,0.15,0.15,0.2,0.15,0.15
glitch.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:04.633Z,,,0.1,0.0,0.1,0.1,0.1,0.1
globalhealingcenter.com,unreliable,0.118,1,M,CP,0.2,151885,26.6,1999-07-26T13:17:19Z,,,0.1,0.2,0.35,0.1,0.1,0.1
globalinfotoday.com,unreliable,0.09,1,L,FN,0.1,,4.2,2021-12-08T20:17:18Z,,,0.1,0.1,0.1,0.1,0.1,0.1
globalpoliticsnow.com,fake,0.053,2,L,FN,0.1,,4.4,2021-10-14T08:22:19Z,,,0.05,0.1,0.05,0.05,0.05,0.05
globalresearch.ca,conspiracy,0.095,2,L,CP,0.1,16014,24.8,2001-05-28T17:57:41Z,,,0.1,0.1,0.2,0.1,0.1,0.1
globalskywatch.com,unreliable,0.09,1,L,CP,0.1,,16.2,2009-12-01T21:02:17Z,,,0.1,0.1,0.1,0.1,0.1,0.1
globaltimes.cn,unreliable,0.105,1,M,FN,0.2,7061,,,,,0.1,0.2,0.1,0.1,0.1,0.1
globemagazine.com,unreliable,0.088,1,VL,FN,0.0,411478,26.3,1999-11-05T15:54:34Z,,,0.1,0.0,0.35,0.1,0.1,0.1
glossynews.com,satire,0.27,1,,,,,23.8,2002-05-10T04:09:24Z,,,0.3,0.3,0.3,0.3,0.3,0.3
gloucestertoday.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:13Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gmo.news,unreliable,0.188,1,VL,CP,0.0,,10.6,2015-07-12T23:34:34.707Z,1,,0.1,0.0,0.1,0.1,0.85,0.1
gmowatch.com,unreliable,0.105,1,M,CP,0.2,,21.6,2004-07-19T18:37:37Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gmwatch.org,unreliable,0.118,1,M,CP,0.2,228171,23.8,2002-05-17T15:50:03.626Z,,,0.1,0.2,0.35,0.1,0.1,0.1
gnews.org,unreliable,0.103,1,L,FN,0.1,859838,14.1,2012-01-19T03:20:35.475Z,,,0.1,0.1,0.35,0.1,0.1,0.1
godandscience.org,unreliable,0.103,1,L,CP,0.1,266136,26.6,1999-08-09T23:18:57Z,,,0.1,0.1,0.35,0.1,0.1,0.1
godfatherpolitics.com,unreliable,0.105,1,M,FN,0.2,,14.8,2011-05-04T14:07:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
godlikeproductions.com,conspiracy,0.095,2,L,CP,0.1,39346,25.6,2000-07-26T03:58:30Z,,,0.1,0.1,0.2,0.1,0.1,0.1
goldcountrytoday.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
goldenstatetoday.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:51Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gomerblog.com,satire,0.27,1,,,,,12.7,2013-06-18T01:56:05Z,,,0.3,0.3,0.3,0.3,0.3,0.3
goneleft.com,fake,0.045,1,,,,,7.2,2019-01-01T19:29:15Z,,,0.05,0.05,0.05,0.05,0.05,0.05
goodgopher.com,unreliable,0.075,1,VL,FN,0.0,,11.3,2014-11-05T20:35:03Z,,,0.1,0.0,0.1,0.1,0.1,0.1
goodsciencing.com,unreliable,0.2,1,VL,FN,0.0,926773,4.3,2021-11-04T11:55:47Z,1,,0.1,0.0,0.35,0.1,0.85,0.1
goop.com,unreliable,0.095,1,L,CP,0.1,27068,30.1,1996-02-02T05:00:00Z,,,0.1,0.1,0.2,0.1,0.1,0.1
gop.com,unreliable,0.11,1,M,FN,0.2,51232,27.0,1999-03-03T05:00:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
gop.gov,unreliable,0.23,1,M,FN,0.2,314474,26.5,1999-09-02T20:31:01.000Z,1,,0.1,0.2,0.35,0.1,0.85,0.1
gopdailybrief.com,unreliable,0.105,1,M,FN,0.2,,14.6,2011-07-23T06:29:59Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gopthedailydose.com,fake,0.045,1,,,,,13.6,2012-08-12T01:09:38Z,,,0.05,0.05,0.05,0.05,0.05,0.05
gotquestions.org,unreliable,0.095,1,L,CP,0.1,12848,24.0,2002-02-12T02:16:31.122Z,,,0.1,0.1,0.2,0.1,0.1,0.1
govtslaves.com,unreliable,0.09,1,L,CP,0.1,,17.5,2008-08-15T02:55:25Z,,,0.1,0.1,0.1,0.1,0.1,0.1
govtslaves.info,conspiracy,0.09,1,,,,,16.1,2010-02-02T20:23:08.889Z,,,0.1,0.1,0.1,0.1,0.1,0.1
grainoftruth.ca,unreliable,0.075,1,VL,FN,0.0,,,,,,0.1,0.0,0.1,0.1,0.1,0.1
grandcanyontimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:27Z,,,0.1,0.2,0.1,0.1,0.1,0.1
grandjunctiontimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
grandrapidsminews.com,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
grandrapidsreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:42Z,,,0.1,0.2,0.1,0.1,0.1,0.1
granitepostnews.com,unreliable,0.105,1,M,FN,0.2,,2.4,2023-09-20T21:42:16Z,,,0.1,0.2,0.1,0.1,0.1,0.1
granitestatetimes.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
greanvillepost.com,conspiracy,0.118,2,M,CP,0.2,450869,16.4,2009-10-09T13:13:54Z,,,0.1,0.2,0.35,0.1,0.1,0.1
greatamericandaily.com,unreliable,0.09,1,L,FN,0.1,,9.2,2016-12-02T13:51:34Z,,,0.1,0.1,0.1,0.1,0.1,0.1
greatamericanrepublic.com,unreliable,0.09,1,L,FN,0.1,,9.2,2016-12-13T06:12:07Z,,,0.1,0.1,0.1,0.1,0.1,0.1
greatlakeswire.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
greatreject.org,unreliable,0.075,1,VL,CP,0.0,,5.3,2020-11-22T13:10:08.939Z,,,0.1,0.0,0.1,0.1,0.1,0.1
greenecotimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:39Z,,,0.1,0.2,0.1,0.1,0.1,0.1
greenmedinfo.com,unreliable,0.165,2,L,CP,0.1,67014,17.0,2009-03-18T00:05:14Z,,,0.2,0.1,0.2,0.2,0.2,0.2
greenpeace.org,unreliable,0.098,1,M,CP,0.2,3290,33.7,1992-06-15T04:00:00.319Z,21,,0.1,0.2,0.1,0.1,0.05,0.1
greensbororeporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:43Z,,,0.1,0.2,0.1,0.1,0.1,0.1
greenvillereporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
grundyreporter.com,unreliable,0.105,1,M,FN,0.2,,8.7,2017-06-19T21:09:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
grunge.com,unreliable,0.11,1,M,FN,0.2,31751,30.5,1995-08-29T04:00:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
gtrtimes.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
guardian.ng,unreliable,0.223,1,M,FN,0.2,16252,,,1,,0.1,0.2,0.2,0.1,0.85,0.1
guardianlv.com,mixed,0.188,1,,,,100156,14.1,2012-02-03T01:34:58Z,,,0.2,0.2,0.35,0.2,0.2,0.2
guccifer2.wordpress.com,unreliable,0.09,1,,,,,26.0,2000-03-03T12:13:23Z,,,0.1,0.1,0.1,0.1,0.1,0.1
gulagbound.com,mixed,0.165,2,L,CP,0.1,,15.8,2010-05-21T00:09:25Z,,,0.2,0.1,0.2,0.2,0.2,0.2
gulfnews.com,unreliable,0.105,1,M,FN,0.2,5675,27.8,1998-05-11T04:00:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
gummypost.com,fake,0.045,1,,,,,10.8,2015-05-05T19:29:53Z,,,0.05,0.05,0.05,0.05,0.05,0.05
gundrymd.com,unreliable,0.118,1,M,CP,0.2,119595,10.6,2015-08-07T20:58:46Z,,,0.1,0.2,0.35,0.1,0.1,0.1
gunsternews.com,unreliable,0.11,1,M,FN,0.2,,0.1,2026-01-09T15:59:35Z,,,0.1,0.2,0.1,0.2,0.1,0.1
haarp.net,unreliable,0.09,1,L,CP,0.1,,27.0,1999-03-04T05:00:00Z,,,0.1,0.1,0.1,0.1,0.1,0.1
hagmannreport.com,unreliable,0.09,1,L,FN,0.1,,10.5,2015-08-18T21:10:44Z,,,0.1,0.1,0.1,0.1,0.1,0.1
halturnerradioshow.com,unreliable,0.088,1,VL,FN,0.0,103254,8.7,2017-06-27T14:27:13Z,,,0.1,0.0,0.35,0.1,0.1,0.1
hangthebankers.com,conspiracy,0.103,2,L,FN,0.1,978648,14.0,2012-03-06T09:04:42Z,,,0.1,0.1,0.35,0.1,0.1,0.1
hannity.com,unreliable,0.103,1,L,FN,0.1,133220,27.9,1998-03-26T05:00:00Z,,,0.1,0.1,0.35,0.1,0.1,0.1
hardnews.network,unreliable,0.11,1,M,FN,0.2,,0.4,2025-09-19T12:10:28.887Z,,,0.1,0.2,0.1,0.2,0.1,0.1
hartfordreporter.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
hawkeyereporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:51Z,,,0.1,0.2,0.1,0.1,0.1,0.1
headlineusa.com,unreliable,0.118,1,M,FN,0.2,150624,22.6,2003-08-04T18:14:33Z,,,0.1,0.2,0.35,0.1,0.1,0.1
headtopics.com,unreliable,0.11,1,M,FN,0.2,14714,8.2,2017-12-17T11:45:13Z,,,0.1,0.2,0.2,0.1,0.1,0.1
healingfoodreference.com,unreliable,0.075,1,VL,CP,0.0,,19.8,2006-05-16T19:07:54Z,,,0.1,0.0,0.1,0.1,0.1,0.1
healingoracle.ch,unreliable,0.075,1,VL,CP,0.0,,,,,,0.1,0.0,0.1,0.1,0.1,0.1
health-helpline.co.nz,unreliable,0.09,1,L,CP,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
health.news,unreliable,0.068,1,VL,CP,0.0,,8.4,2017-10-24T18:33:06.37Z,7,,0.1,0.0,0.1,0.1,0.05,0.1
healthimpactnews.com,unreliable,0.15,2,VL,CP,0.0,98347,15.1,2011-01-11T07:37:35Z,,,0.2,0.0,0.2,0.2,0.2,0.2
healthnutnews.com,unreliable,0.158,2,VL,CP,0.0,741970,12.3,2013-11-02T05:24:42Z,,,0.2,0.0,0.35,0.2,0.2,0.2
healthranger.com,unreliable,0.075,1,VL,CP,0.0,,20.6,2005-07-10T18:10:15Z,,,0.1,0.0,0.1,0.1,0.1,0.1
healthrangerinventions.com,unreliable,0.075,1,VL,CP,0.0,,10.7,2015-06-05T05:40:25Z,,,0.1,0.0,0.1,0.1,0.1,0.1
healthrangerreport.com,unreliable,0.075,1,VL,CP,0.0,,10.3,2015-11-20T18:47:16Z,,,0.1,0.0,0.1,0.1,0.1,0.1
healthy-holistic-living.com,unreliable,0.173,2,L,CP,0.1,470527,19.7,2006-07-05T14:54:01Z,,,0.2,0.1,0.35,0.2,0.2,0.2
healthyandnaturalworld.com,unreliable,0.118,1,M,CP,0.2,296594,12.9,2013-03-24T05:03:37Z,,,0.1,0.2,0.35,0.1,0.1,0.1
healthycareandbeauty.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
healthyfoodhouse.com,unreliable,0.103,1,L,CP,0.1,480396,13.5,2012-09-07T17:50:56Z,,,0.1,0.1,0.35,0.1,0.1,0.1
healthyworldhouse.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
heartland.org,mixed,0.165,2,L,FN,0.1,60910,31.3,1994-11-09T05:00:00Z,,,0.2,0.1,0.2,0.2,0.2,0.2
heatst.com,unreliable,0.188,1,,,,259262,10.1,2016-01-25T17:46:05Z,,,0.2,0.2,0.35,0.2,0.2,0.2
hellochristian.com,unreliable,0.105,1,M,CP,0.2,,13.9,2012-04-23T18:45:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
hendersontimes.org,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:35.364Z,,,0.1,0.2,0.1,0.1,0.1,0.1
henrymakow.com,conspiracy,0.103,1,,,,150360,21.5,2004-08-31T15:11:22Z,0,,0.1,0.1,0.35,0.1,0.1,0.1
herb.co,unreliable,0.118,1,M,CP,0.2,125013,,,,,0.1,0.2,0.35,0.1,0.1,0.1
herbreference.com,unreliable,0.075,1,VL,CP,0.0,,26.1,2000-01-21T20:05:49Z,,,0.1,0.0,0.1,0.1,0.1,0.1
herbs.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-12T22:32:10.363Z,,,0.1,0.0,0.1,0.1,0.1,0.1
hereistheevidence.com,unreliable,0.09,1,L,FN,0.1,,5.3,2020-11-10T20:54:05Z,,,0.1,0.1,0.1,0.1,0.1,0.1
heresyblog.net,mixed,0.18,1,,,,,4.8,2021-05-17T19:36:29Z,,,0.2,0.2,0.2,0.2,0.2,0.2
heritage.org,mixed,0.188,1,,,,10158,32.3,1993-11-15T05:00:00Z,5,,0.2,0.2,0.2,0.2,0.25,0.2
hernandoreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
hickorysun.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
highcountrytimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:52Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
highereducationtribune.com,unreliable,0.105,1,M,FN,0.2,,10.7,2015-06-11T13:48:27Z,,,0.1,0.2,0.1,0.1,0.1,0.1
